Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
39,00:00:01.267,1.9706217447916667,0.9229600694444444,2.92529296875,2.0636121961805554
40,00:00:01.300,2.124981915509259,0.9622124565972222,3.21240234375,2.2003309461805554
41,00:00:01.333,2.1560601128472223,0.9366590711805556,3.3851996527777777,2.1463216145833335
42,00:00:01.367,2.4629991319444446,1.1082085503472223,3.892333984375,2.388454861111111
43,00:00:01.400,27.39814814814815,19.019287109375,40.395968967013886,22.779188368055557
44,00:00:01.433,2.8239655671296298,1.5977647569444444,4.464409722222222,2.4097222222222223
45,00:00:01.467,2.8692129629629632,1.816162109375,4.322998046875,2.468478732638889
46,00:00:01.500,2.7126555266203702,1.5896538628472223,4.212429470486111,2.3358832465277777
47,00:00:01.533,3.0195493344907405,1.8377278645833333,4.590386284722222,2.6305338541666665
48,00:00:01.567,3.036313657407407,1.8972710503472223,4.577528211805555,2.6341417100694446
49,00:00:01.600,2.919496889467593,1.7275661892361112,4.509602864583333,2.5213216145833335
50,00:00:01.633,3.042824074074074,1.7089572482638888,4.779161241319445,2.640353732638889
51,00:00:01.667,2.875180844907407,1.6327853732638888,4.4658203125,2.5269368489583335
52,00:00:01.700,3.136022497106481,1.8565538194444444,4.751247829861111,2.800265842013889
53,00:00:01.733,2.955946180555556,1.62255859375,4.589029947916667,2.65625
54,00:00:01.767,3.3679289641203702,2.035915798611111,5.051242404513889,3.016628689236111
55,00:00:01.800,3.211543330439815,1.8412272135416667,4.957926432291667,2.835476345486111
56,00:00:01.833,3.5677083333333335,2.1871744791666665,5.310655381944445,3.205295138888889
57,00:00:01.867,3.311767578125,1.8703342013888888,5.075547960069445,2.9894205729166665
58,00:00:01.900,3.4419668692129632,2.0735948350694446,5.146592881944445,3.105712890625
59,00:00:01.933,3.3314615885416665,1.7762315538194444,5.085720486111111,3.1324327256944446
60,00:00:01.967,3.5635127314814814,2.216824001736111,5.238009982638889,3.2357042100694446
61,00:00:02.000,3.4570402922453702,1.9479166666666667,5.223822699652778,3.1993815104166665
62,00:00:02.033,3.7465277777777772,2.1815592447916665,5.62451171875,3.4335123697916665
63,00:00:02.067,3.419089988425926,1.88134765625,5.194661458333333,3.1812608506944446
64,00:00:02.100,3.6578866464120368,2.211452907986111,5.382703993055555,3.3795030381944446
65,00:00:02.133,3.478389033564815,1.8692491319444444,5.269829644097222,3.2960883246527777
66,00:00:02.167,3.5925654658564814,2.025906032986111,5.292154947916667,3.4596354166666665
67,00:00:02.200,3.6328577112268516,1.98486328125,5.492784288194445,3.420925564236111
68,00:00:02.233,3.7635814525462963,2.2941351996527777,5.431016710069445,3.5655924479166665
69,00:00:02.267,3.7233163339120368,2.1251356336805554,5.509494357638889,3.5353190104166665
70,00:00:02.300,3.6935221354166665,2.281277126736111,5.315863715277778,3.483425564236111
71,00:00:02.333,3.5908745659722228,2.0390625,5.314290364583333,3.4192708333333335
72,00:00:02.367,3.5892831307870368,2.0807291666666665,5.258897569444445,3.42822265625
73,00:00:02.400,3.415382667824074,1.9527994791666667,5.057807074652778,3.2355414496527777
74,00:00:02.433,3.824345341435185,2.2664930555555554,5.550320095486111,3.656222873263889
75,00:00:02.467,3.479248046875,1.9679090711805556,5.126003689236111,3.3438313802083335
76,00:00:02.500,3.5991301359953702,2.159695095486111,5.275390625,3.3623046875
77,00:00:02.533,3.5375795717592595,2.0266655815972223,5.21533203125,3.3707411024305554
78,00:00:02.567,3.7134602864583335,2.1203070746527777,5.3759765625,3.6440972222222223
79,00:00:02.600,3.508445457175926,1.9937879774305556,5.159830729166667,3.3717176649305554
80,00:00:02.633,3.5187174479166665,1.9711642795138888,5.159369574652778,3.4256184895833335
81,00:00:02.667,3.513916015625,1.9403211805555556,5.150960286458333,3.450466579861111
82,00:00:02.700,3.275978370949074,1.8544650607638888,4.846598307291667,3.1268717447916665
83,00:00:02.733,3.2019856770833335,1.7578667534722223,4.774766710069445,3.0733235677083335
84,00:00:02.767,3.211606626157407,1.6917588975694444,4.814561631944445,3.1284993489583335
85,00:00:02.800,2.7673520688657405,1.4720052083333333,4.256320529513889,2.57373046875
86,00:00:02.833,47.510841652199076,43.11821831597222,68.61149088541667,30.802815755208332
87,00:00:02.867,3.025028935185185,2.4303385416666665,4.261610243055555,2.3831380208333335
88,00:00:02.900,3.158429181134259,2.916720920138889,4.105251736111111,2.4533148871527777
89,00:00:02.933,2.954463252314815,2.1729058159722223,4.380343967013889,2.3101399739583335
90,00:00:02.967,3.401394314236111,3.171603732638889,4.344699435763889,2.6878797743055554
91,00:00:03.000,2.568630642361111,1.8896484375,3.8351236979166665,1.9811197916666667
92,00:00:03.033,3.5344961660879632,3.382595486111111,4.504367404513889,2.716525607638889
93,00:00:03.067,3.402587890625,3.2714029947916665,4.277696397569445,2.658664279513889
94,00:00:03.100,3.6489438657407405,3.1634114583333335,4.926323784722222,2.8570963541666665
95,00:00:03.133,3.6514666521990744,3.430202907986111,4.721408420138889,2.8027886284722223
96,00:00:03.167,2.830629701967593,2.081027560763889,4.235107421875,2.175754123263889
97,00:00:03.200,3.5536385995370368,3.2872992621527777,4.625189887152778,2.7484266493055554
98,00:00:03.233,3.562626591435185,3.3732367621527777,4.511990017361111,2.8026529947916665
99,00:00:03.267,3.3067853009259256,2.89697265625,4.415310329861111,2.6080729166666665
100,00:00:03.300,3.6702926070601856,3.6668565538194446,4.529459635416667,2.8145616319444446
101,00:00:03.333,2.9508825231481484,2.2800835503472223,4.264892578125,2.3076714409722223
102,00:00:03.367,3.6408510561342595,3.5248209635416665,4.584282769097222,2.813449435763889
103,00:00:03.400,3.825783058449074,3.6891276041666665,4.792209201388889,2.9960123697916665
104,00:00:03.433,3.4458188657407405,3.0081922743055554,4.579969618055555,2.749294704861111
105,00:00:03.467,3.957401982060185,3.7963053385416665,4.926567925347222,3.1493326822916665
106,00:00:03.500,2.3391836660879632,1.6416286892361112,3.5555826822916665,1.8203396267361112
107,00:00:03.533,2.9942400896990744,2.850070529513889,3.750217013888889,2.3824327256944446
108,00:00:03.567,3.0464048032407405,2.8333875868055554,3.909640842013889,2.3961859809027777
109,00:00:03.600,2.662959346064815,2.6320258246527777,3.28466796875,2.0721842447916665
110,00:00:03.633,2.5576171875,2.6812608506944446,2.936984592013889,2.0546061197916665
111,00:00:03.667,1.6887387876157407,0.9329427083333334,2.7615559895833335,1.3717176649305556
112,00:00:03.700,2.040626808449074,1.9022623697916667,2.5978190104166665,1.6217990451388888
113,00:00:03.733,2.56591796875,2.720241970486111,2.932834201388889,2.044677734375
114,00:00:03.767,2.8759856047453702,2.9332682291666665,3.4085286458333335,2.286159939236111
115,00:00:03.800,3.2893156828703702,3.3106825086805554,3.9622395833333335,2.5950249565972223
116,00:00:03.833,3.1516294126157405,2.5400933159722223,4.444878472222222,2.4699164496527777
117,00:00:03.867,3.7640516493055554,3.2046440972222223,5.053358289930555,3.034152560763889
118,00:00:03.900,4.071316189236112,3.7215440538194446,5.261149088541667,3.2312554253472223
119,00:00:03.933,4.766737196180556,4.343532986111111,6.248480902777778,3.7081976996527777
120,00:00:03.967,4.920473451967593,4.091932508680555,6.740424262152778,3.9290635850694446
121,00:00:04.000,5.176622178819444,4.364013671875,7.0419921875,4.123860677083333
122,00:00:04.033,5.570674189814814,4.888400607638889,7.331380208333333,4.492241753472222
123,00:00:04.067,6.0107241030092595,5.259521484375,7.95654296875,4.816107855902778
124,00:00:04.100,6.6021502459490735,5.919135199652778,8.63278537326389,5.254530164930555
125,00:00:04.133,6.8204210069444455,6.221652560763889,8.85568576388889,5.383924696180555
126,00:00:04.167,6.8871889467592595,5.896077473958333,9.229682074652779,5.535807291666667
127,00:00:04.200,7.393672236689814,6.556559244791667,9.732774522569445,5.891682942708333
128,00:00:04.233,7.6730776186342595,6.873833550347222,9.9814453125,6.163953993055555
129,00:00:04.267,7.7986020688657405,6.974419487847222,10.189751519097221,6.231635199652778
130,00:00:04.300,48.693983289930564,38.90052625868056,68.41316731770833,38.76825629340278
131,00:00:04.333,1.1919487847222223,0.7610677083333334,0.9731987847222222,1.8415798611111112
132,00:00:04.367,1.1605541087962963,0.8602701822916666,0.8557942708333334,1.7655978732638888
133,00:00:04.400,1.1444860387731481,0.7636176215277778,0.8941514756944444,1.7756890190972223
134,00:00:04.433,0.9527000144675926,0.66943359375,0.7250434027777778,1.463623046875
135,00:00:04.467,0.6146737557870371,0.3163248697916667,0.6075846354166666,0.9201117621527778
136,00:00:04.500,1.6780960648148149,1.4618598090277777,1.2012261284722223,2.3712022569444446
137,00:00:04.533,1.2936197916666667,1.0269368489583333,0.974365234375,1.8795572916666667
138,00:00:04.567,0.9731897424768517,0.7351888020833334,0.6913791232638888,1.4930013020833333
139,00:00:04.600,0.9180591724537037,0.6083441840277778,0.7146538628472222,1.4311794704861112
140,00:00:04.633,0.47319878472222215,0.15855577256944445,0.4945746527777778,0.7664659288194444
141,00:00:04.667,1.0540635850694444,0.7396918402777778,0.7444661458333334,1.6780327690972223
142,00:00:04.700,1.0172616464120372,0.7379014756944444,0.7620713975694444,1.5518120659722223
143,00:00:04.733,1.0110224971064816,0.7132703993055556,0.7081434461805556,1.6116536458333333
144,00:00:04.767,1.205982349537037,0.9392903645833334,0.8372395833333334,1.8414171006944444
145,00:00:04.800,0.7070764612268517,0.3025987413194444,0.7371148003472222,1.0815158420138888
146,00:00:04.833,0.9880280671296297,0.644775390625,0.7993977864583334,1.5199110243055556
147,00:00:04.867,0.8760579427083334,0.6959092881944444,0.6497124565972222,1.2825520833333333
148,00:00:04.900,0.7785825376157408,0.5112847222222222,0.6484646267361112,1.1759982638888888
149,00:00:04.933,1.1966869212962963,0.9903428819444444,0.78369140625,1.8160264756944444
150,00:00:04.967,0.5685311776620371,0.2616373697916667,0.5417209201388888,0.9022352430555556
151,00:00:05.000,1.158763744212963,0.8371853298611112,0.9207085503472222,1.7183973524305556
152,00:00:05.033,0.8781014901620371,0.5834147135416666,0.6531575520833334,1.3977322048611112
153,00:00:05.067,0.9698169849537037,0.7235785590277778,0.7323947482638888,1.4534776475694444
154,00:00:05.100,1.52880859375,1.1191134982638888,1.1996256510416667,2.2676866319444446
155,00:00:05.133,0.7714482060185185,0.3200412326388889,0.7772081163194444,1.2170952690972223
156,00:00:05.167,1.424587673611111,1.0591905381944444,1.1145833333333333,2.0999891493055554
157,00:00:05.200,1.1595323350694444,0.7435438368055556,0.9436306423611112,1.7914225260416667
158,00:00:05.233,1.4270290798611114,0.9437120225694444,1.1750759548611112,2.1622992621527777
159,00:00:05.267,1.6268084490740742,1.1703016493055556,1.3287217881944444,2.3814019097222223
160,00:00:05.300,0.8658311631944443,0.4028862847222222,0.8240831163194444,1.3705240885416667
161,00:00:05.333,3.957275390625,3.930935329861111,2.2728407118055554,5.668050130208333
162,00:00:05.367,0.8972077546296297,0.5961371527777778,0.9711100260416666,1.1243760850694444
163,00:00:05.400,1.1514123987268519,0.5705023871527778,1.1678602430555556,1.7158745659722223
164,00:00:05.433,1.0080475983796298,0.5008951822916666,1.0536295572916667,1.4696180555555556
165,00:00:05.467,1.569263599537037,0.9943305121527778,1.5812717013888888,2.1321885850694446
166,00:00:05.500,0.7446379484953703,0.3071560329861111,0.9803873697916666,0.9463704427083334
167,00:00:05.533,1.6363570601851851,1.0755479600694444,1.4052191840277777,2.4283040364583335
168,00:00:05.567,1.3399341724537035,0.7600640190972222,1.3273654513888888,1.932373046875
169,00:00:05.600,61.156032986111114,75.41796875,66.18291558159723,41.867214626736114
170,00:00:05.633,9.203513816550926,6.343695746527778,14.71633572048611,6.550509982638889
171,00:00:05.667,9.308801721643519,7.248833550347222,14.070990668402779,6.606580946180555
172,00:00:05.700,9.883743851273147,7.573974609375,14.790771484375,7.286485460069445
173,00:00:05.733,9.872106481481481,7.115017361111111,15.16989474826389,7.331407335069445
174,00:00:05.767,10.20874927662037,7.837103949652778,15.310004340277779,7.479139539930555
175,00:00:05.800,8.387785734953702,6.367947048611111,12.316324869791666,6.479085286458333
176,00:00:05.833,7.812653718171295,6.165066189236111,11.116997612847221,6.155897352430555
177,00:00:05.867,7.492648654513888,5.623318142361111,10.980550130208334,5.874077690972222
178,00:00:05.900,8.288510923032407,6.930121527777778,11.632866753472221,6.302544487847222
179,00:00:05.933,8.003824869791666,6.264865451388889,11.801893446180555,5.944715711805555
180,00:00:05.967,7.212492766203703,6.445583767361111,9.813666449652779,5.378228081597222
181,00:00:06.000,6.136275679976852,4.692898220486111,8.970133463541666,4.745795355902778
182,00:00:06.033,7.329508463541667,6.794189453125,9.654541015625,5.539794921875
183,00:00:06.067,6.44947193287037,5.917073567708333,8.7197265625,4.711615668402778
184,00:00:06.100,6.63770435474537,6.196099175347222,9.07717556423611,4.639838324652778
185,00:00:06.133,5.021665219907407,2.9258355034722223,8.30759006076389,3.831570095486111
186,00:00:06.167,5.4871961805555545,4.284505208333333,8.13943142361111,4.037651909722222
187,00:00:06.200,6.5145399305555545,5.691351996527778,9.371934678819445,4.480333116319445
188,00:00:06.233,6.4913465711805545,5.400309244791667,9.446397569444445,4.627332899305555
189,00:00:06.267,6.871030454282407,6.063178168402778,9.77566189236111,4.774251302083333
190,00:00:06.300,6.4258807146990735,4.217203776041667,10.431043836805555,4.62939453125
191,00:00:06.333,6.2535536024305545,4.163818359375,10.082926432291666,4.513916015625
192,00:00:06.367,7.2729673032407405,6.246527777777778,10.530354817708334,5.042019314236111
193,00:00:06.400,7.068630642361112,5.124810112847222,11.084337022569445,4.996744791666667
194,00:00:06.433,8.58372214988426,7.35986328125,12.309190538194445,6.082112630208333
195,00:00:06.467,8.086941189236112,6.720893012152778,11.759385850694445,5.780544704861111
196,00:00:06.500,8.497187861689815,6.637722439236111,12.761528862847221,6.092312282986111
197,00:00:06.533,8.135832609953704,6.094970703125,12.457600911458334,5.854926215277778
198,00:00:06.567,7.499267578125,4.732177734375,12.106336805555555,5.659288194444445
199,00:00:06.600,7.765706380208333,5.230143229166667,12.14162868923611,5.925347222222222
200,00:00:06.633,8.593686704282407,6.287055121527778,13.180582682291666,6.313422309027778
201,00:00:06.667,8.860161675347221,6.929578993055555,13.17263454861111,6.478271484375
202,00:00:06.700,9.148102936921296,6.571831597222222,14.1669921875,6.705485026041667
203,00:00:06.733,8.793276186342593,6.265082465277778,13.653401692708334,6.461344401041667
204,00:00:06.767,8.980577256944445,6.549099392361111,13.845052083333334,6.547580295138889
205,00:00:06.800,8.767740885416666,6.879231770833333,13.25146484375,6.172526041666667
206,00:00:06.833,8.448486328125,6.67138671875,12.682562934027779,5.991509331597222
207,00:00:06.867,8.098171657986112,5.826633029513889,12.609293619791666,5.858588324652778
208,00:00:06.900,7.978461371527778,5.449544270833333,12.620524088541666,5.865315755208333
209,00:00:06.933,8.339671947337964,6.080512152777778,12.7109375,6.227566189236111
210,00:00:06.967,8.488453052662036,6.171685112847222,12.974989149305555,6.318684895833333
211,00:00:07.000,8.394133391203704,6.004177517361111,12.921685112847221,6.256537543402778
212,00:00:07.033,55.830702039930564,49.48304578993056,63.19618055555556,54.81287977430556
213,00:00:07.067,4.3268048321759265,4.161756727430555,4.040283203125,4.778374565972222
214,00:00:07.100,4.604871961805556,4.656358506944445,4.174262152777778,4.983995225694445
215,00:00:07.133,4.077473958333333,4.274631076388889,3.748019748263889,4.209771050347222
216,00:00:07.167,3.7806893807870368,4.087158203125,3.516086154513889,3.7388237847222223
217,00:00:07.200,3.6310763888888893,3.2743598090277777,3.7596299913194446,3.8592393663194446
218,00:00:07.233,4.863290292245371,4.439561631944445,5.013292100694445,5.137017144097222
219,00:00:07.267,5.731137876157407,5.064154730902778,5.912245008680555,6.217013888888889
220,00:00:07.300,6.34814453125,4.997938368055555,6.820583767361111,7.225911458333333
221,00:00:07.333,6.72118236400463,5.328965928819445,7.290825737847222,7.543755425347222
222,00:00:07.367,5.920943648726852,4.255588107638889,6.709635416666667,6.797607421875
223,00:00:07.400,5.997052228009259,4.890950520833333,6.259114583333333,6.841091579861111
224,00:00:07.433,4.990776909722222,4.529161241319445,5.073079427083333,5.370090060763889
225,00:00:07.467,5.342909071180556,6.422688802083333,4.457465277777778,5.148573133680555
226,00:00:07.500,5.261601200810185,5.867865668402778,4.901963975694445,5.014973958333333
227,00:00:07.533,6.030327690972222,6.514567057291667,5.448269314236111,6.128146701388889
228,00:00:07.567,5.994945384837963,6.074137369791667,5.572319878472222,6.33837890625
229,00:00:07.600,6.147334346064814,6.037516276041667,5.665418836805555,6.739067925347222
230,00:00:07.633,4.989565248842593,3.6241590711805554,5.192843967013889,6.151692708333333
231,00:00:07.667,4.531765407986111,2.8748101128472223,4.706624348958333,6.013861762152778
232,00:00:07.700,4.136754918981482,2.7721625434027777,4.409288194444445,5.228814019097222
233,00:00:07.733,5.172544126157407,3.2110460069444446,5.140353732638889,7.166232638888889
234,00:00:07.767,5.345856843171297,3.174560546875,5.244357638888889,7.61865234375
235,00:00:07.800,5.529730902777778,3.9332682291666665,5.282280815972222,7.373643663194445
236,00:00:07.833,5.180600766782407,3.123019748263889,5.422553168402778,6.996229383680555
237,00:00:07.867,5.763581452546297,4.549289279513889,5.604356553819445,7.137098524305555
238,00:00:07.900,5.208921079282407,3.4273546006944446,5.265652126736111,6.933756510416667
239,00:00:07.933,5.267126012731481,3.9789496527777777,5.106526692708333,6.715901692708333
240,00:00:07.967,5.076913339120371,4.203233506944445,5.012315538194445,6.015190972222222
241,00:00:08.000,4.279269748263889,3.56494140625,4.317057291666667,4.955810546875
242,00:00:08.033,4.817753544560185,5.090494791666667,4.456407335069445,4.906358506944445
243,00:00:08.067,4.577229817708333,4.793999565972222,4.296413845486111,4.641276041666667
244,00:00:08.100,4.152804904513888,4.743082682291667,3.6927897135416665,4.022542317708333
245,00:00:08.133,4.31470630787037,4.713704427083333,4.062527126736111,4.167887369791667
246,00:00:08.167,3.808539496527778,3.3581000434027777,4.057834201388889,4.009684244791667
247,00:00:08.200,4.674253110532407,4.183268229166667,4.863064236111111,4.976426866319445
248,00:00:08.233,5.5408709490740735,4.527560763888889,5.749647352430555,6.345404730902778
249,00:00:08.267,6.170581958912037,4.286539713541667,6.864230685763889,7.360975477430555
250,00:00:08.300,6.752504701967593,4.366889105902778,7.621744791666667,8.268880208333334
251,00:00:08.333,6.264585141782407,3.863742404513889,7.272840711805555,7.657172309027778
252,00:00:08.367,6.469907407407407,5.603298611111111,6.513210720486111,7.293212890625
253,00:00:08.400,5.441279658564816,4.921061197916667,5.228732638888889,6.174045138888889
254,00:00:08.433,4.484655309606481,4.384114583333333,4.1787109375,4.891140407986111
255,00:00:08.467,4.470757378472222,3.3609483506944446,4.776502821180555,5.274820963541667
256,00:00:08.500,4.196307146990741,2.545383029513889,4.810031467013889,5.233506944444445
257,00:00:08.533,4.230315031828703,2.7750108506944446,4.856580946180555,5.059353298611111
258,00:00:08.567,56.311984592013886,56.143391927083336,44.49658203125,68.29597981770833
259,00:00:08.600,3.741554542824074,0.75244140625,5.795383029513889,4.676839192708333
260,00:00:08.633,3.6589626736111107,0.7156575520833334,5.710910373263889,4.550320095486111
261,00:00:08.667,3.572446469907407,0.7254231770833334,5.510036892361111,4.481879340277778
262,00:00:08.700,3.549768518518519,0.6879069010416666,5.521213107638889,4.440185546875
263,00:00:08.733,3.7098705150462963,0.80029296875,5.665717230902778,4.663601345486111
264,00:00:08.767,3.6528682002314814,0.7260199652777778,5.683702256944445,4.548882378472222
265,00:00:08.800,3.5655201099537037,0.7465277777777778,5.473442925347222,4.476589626736111
266,00:00:08.833,3.5492259837962963,0.7605523003472222,5.421332465277778,4.465793185763889
267,00:00:08.867,3.532036675347222,0.7693413628472222,5.325954861111111,4.500813802083333
268,00:00:08.900,3.532678674768519,0.7532009548611112,5.421061197916667,4.423773871527778
269,00:00:08.933,3.772035951967593,0.8670518663194444,5.670979817708333,4.778076171875
270,00:00:08.967,3.804343894675926,0.8479546440972222,5.71923828125,4.845838758680555
271,00:00:09.000,3.7887731481481484,0.8784722222222222,5.630615234375,4.857231987847222
272,00:00:09.033,3.771095558449074,0.8454318576388888,5.632731119791667,4.835123697916667
273,00:00:09.067,4.002956814236111,0.9647081163194444,5.864040798611111,5.180121527777778
274,00:00:09.100,4.036060474537037,0.9567599826388888,5.971733940972222,5.1796875
275,00:00:09.133,4.113073278356482,1.0186360677083333,5.962266710069445,5.358317057291667
276,00:00:09.167,4.146086516203703,0.9974229600694444,6.049750434027778,5.391086154513889
277,00:00:09.200,4.297092013888889,1.092041015625,6.222873263888889,5.576361762152778
278,00:00:09.233,4.199734157986111,1.0055881076388888,6.064290364583333,5.529324001736111
279,00:00:09.267,4.369457103587963,1.0750054253472223,6.292263454861111,5.741102430555555
280,00:00:09.300,4.271068431712963,1.0364583333333333,6.1923828125,5.584364149305555
281,00:00:09.333,4.5496600115740735,1.15625,6.564751519097222,5.927978515625
282,00:00:09.367,4.412733289930556,1.0847710503472223,6.376383463541667,5.777045355902778
283,00:00:09.400,4.4801251446759265,1.1315104166666667,6.443576388888889,5.865288628472222
284,00:00:09.433,4.483615451388889,1.1263834635416667,6.477457682291667,5.847005208333333
285,00:00:09.467,4.528266059027778,1.1748860677083333,6.481119791666667,5.928792317708333
286,00:00:09.500,4.489203559027778,1.130126953125,6.488172743055555,5.849310980902778
287,00:00:09.533,4.550184461805556,1.1975640190972223,6.533501519097222,5.919487847222222
288,00:00:09.567,4.548267505787037,1.2220323350694444,6.526611328125,5.896158854166667
289,00:00:09.600,4.766158492476852,1.2601453993055556,6.794949001736111,6.243381076388889
290,00:00:09.633,4.696460865162037,1.2370062934027777,6.666720920138889,6.185655381944445
291,00:00:09.667,4.7492856626157405,1.2747667100694444,6.764105902777778,6.208984375
292,00:00:09.700,4.695014105902778,1.2690158420138888,6.723958333333333,6.092068142361111
293,00:00:09.733,4.8730649594907405,1.357177734375,6.915283203125,6.346733940972222
294,00:00:09.767,4.837122034143518,1.3044976128472223,6.900716145833333,6.30615234375
295,00:00:09.800,4.919614438657407,1.4051649305555556,7.020833333333333,6.332845052083333
296,00:00:09.833,4.889123987268519,1.3648003472222223,7.017686631944445,6.284884982638889
297,00:00:09.867,4.856906467013889,1.3829752604166667,6.957817925347222,6.229926215277778
298,00:00:09.900,4.98778392650463,1.4910210503472223,7.058132595486111,6.414198133680555
299,00:00:09.933,4.990650318287037,1.4505208333333333,7.037163628472222,6.484266493055555
300,00:00:09.967,58.51414207175926,66.985107421875,59.533664279513886,49.023654513888886
301,00:00:10.000,1.2926793981481481,1.0843912760416667,1.7924533420138888,1.0011935763888888
302,00:00:10.033,1.4839319299768519,1.6368543836805556,1.6936577690972223,1.1212836371527777
303,00:00:10.067,1.3513274016203702,1.6744791666666667,1.3795301649305556,0.9999728732638888
304,00:00:10.100,1.3535246672453705,1.6441514756944444,1.3775499131944444,1.0388726128472223
305,00:00:10.133,0.6463396990740741,0.4640842013888889,0.9455023871527778,0.5294325086805556
306,00:00:10.167,1.9167118778935184,2.361083984375,1.9102105034722223,1.4788411458333333
307,00:00:10.200,2.237078631365741,2.482937282986111,2.5896538628472223,1.6386447482638888
308,00:00:10.233,1.7445836950231481,2.2606336805555554,1.6959635416666667,1.2771538628472223
309,00:00:10.267,1.870903862847222,2.354763454861111,1.9042426215277777,1.3537055121527777
310,00:00:10.300,1.8897298177083333,1.679931640625,2.5606011284722223,1.4286566840277777
311,00:00:10.333,3.094545717592592,4.389485677083333,2.632052951388889,2.2620985243055554
312,00:00:10.367,2.5658817997685186,3.118381076388889,2.681911892361111,1.8973524305555556
313,00:00:10.400,1.9631438078703702,2.2811957465277777,2.1368543836805554,1.4713812934027777
314,00:00:10.433,1.1900589554398149,1.0256076388888888,1.5777994791666667,0.9667697482638888
315,00:00:10.467,0.7653627748842592,0.5867241753472222,1.1285536024305556,0.580810546875
316,00:00:10.500,2.0403284143518516,2.111843532986111,2.412624782986111,1.5965169270833333
317,00:00:10.533,2.8358561197916665,3.3618977864583335,3.005343967013889,2.1403266059027777
318,00:00:10.567,3.024477358217593,3.5849066840277777,3.2520616319444446,2.2364637586805554
319,00:00:10.600,1.8684714988425926,2.089572482638889,2.0614149305555554,1.4544270833333333
320,00:00:10.633,0.49347149884259256,0.3677300347222222,0.6802842881944444,0.4324001736111111
321,00:00:10.667,4.743643301504629,7.77197265625,2.9574381510416665,3.5015190972222223
322,00:00:10.700,3.045166015625,3.264865451388889,3.6338975694444446,2.2367350260416665
